person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg,earliest,latest,task_type,priority,window_minutes,slack_minutes,potentially_tight
P0103,F045,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-06 17:15,2026-08-08 18:38,shift,3,2963,2892,0
P0104,F022,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,194.0,"[""A01"", ""A02"", ""A03""]",208.0,F022,A02,50,T1,0,520.0,2026-08-09 10:15,2026-08-09 23:59,shift,3,824,774,0
P0105,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0,2026-08-05 10:32,2026-08-07 11:31,shift,3,2939,2891,0
P0106,F016,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5,2026-08-05 16:00,2026-08-08 17:13,shift,3,4393,4349,0
P0107,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5,2026-08-03 00:00,2026-08-05 10:16,shift,3,3496,3448,0
P0108,F030,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,F030,A01,38,T1,0,395.0,2026-08-05 10:40,2026-08-07 11:30,shift,3,2930,2892,0
P0109,F020,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,171.0,"[""A01"", ""A02"", ""A03""]",185.0,F020,A02,45,T1,0,462.5,2026-08-05 08:05,2026-08-08 08:56,shift,3,4371,4326,0
P0110,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5,2026-08-07 09:07,2026-08-09 10:13,shift,3,2946,2891,0
P0111,LAND,F023,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,A02,F023,73,T2,1,667.5,2026-08-03 06:17,2026-08-06 07:30,shift,3,4393,4320,0
P0112,F013,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,F013,A01,77,T2,0,697.5,2026-08-07 09:53,2026-08-09 23:59,shift,3,3726,3649,0
P0113,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-06 07:00,2026-08-08 08:15,shift,3,2955,2898,0
P0114,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-03 07:40,2026-08-06 09:13,shift,3,4413,4340,0
P0115,A02,F035,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,258.0,"[""A01"", ""A02"", ""A03""]",261.0,A02,F035,72,T2,1,652.5,2026-08-08 08:40,2026-08-09 23:59,shift,3,2359,2287,0
P0116,LAND,F034,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,A01,F034,60,T1,1,615.0,2026-08-05 08:12,2026-08-06 09:54,shift,3,1542,1482,0
P0117,F015,F009,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,166.0,"[""A01"", ""A02"", ""A03""]",38.0,F015,F009,10,T1,1,95.0,2026-08-06 10:47,2026-08-09 10:58,shift,3,4331,4321,0
P0118,F008,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",38.0,F008,F003,10,T1,1,95.0,2026-08-04 10:59,2026-08-07 11:10,shift,3,4331,4321,0
P0119,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5,2026-08-07 08:22,2026-08-09 10:03,shift,3,2981,2894,0
P0120,F027,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,F027,A01,46,T1,0,477.5,2026-08-04 08:17,2026-08-04 10:59,production,2,162,116,0
P0121,F010,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0,2026-08-03 09:41,2026-08-05 11:09,shift,3,2968,2916,0
P0122,F025,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",34.0,F025,F027,9,T1,1,85.0,2026-08-05 09:36,2026-08-07 10:11,shift,3,2915,2906,0
P0123,F040,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,F040,A03,94,T2,0,855.0,2026-08-03 00:00,2026-08-05 10:13,shift,3,3493,3399,0
P0124,A02,F021,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,218.0,"[""A01"", ""A02"", ""A03""]",220.0,A02,F021,53,T1,1,550.0,2026-08-09 08:21,2026-08-09 23:59,shift,3,938,885,0
P0125,F045,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,260.0,"[""A03"", ""A02"", ""A01""]",260.0,F045,A03,71,T2,0,650.0,2026-08-07 17:15,2026-08-09 18:38,shift,3,2963,2892,0
P0126,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0,2026-08-04 07:37,2026-08-05 08:57,shift,3,1520,1473,0
P0127,F001,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5,2026-08-03 07:53,2026-08-04 09:10,shift,3,1517,1464,0
P0128,F017,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5,2026-08-06 10:31,2026-08-07 11:13,shift,3,1482,1445,0
P0129,F046,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,227.0,"[""A02"", ""A03"", ""A01""]",234.0,F046,A03,57,T1,0,585.0,2026-08-08 11:12,2026-08-09 23:59,shift,3,2207,2150,0
P0130,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5,2026-08-05 10:31,2026-08-07 11:13,shift,3,2922,2885,0
P0131,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-06 16:51,2026-08-09 18:16,shift,3,4405,4332,0
P0132,LAND,F043,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,A03,F043,83,T2,1,757.5,2026-08-06 07:00,2026-08-08 08:46,shift,3,2986,2903,0
P0133,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5,2026-08-08 09:21,2026-08-09 23:59,shift,3,2318,2305,0
P0134,LAND,F019,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F019,49,T1,1,510.0,2026-08-06 15:14,2026-08-08 16:13,shift,3,2939,2890,0
P0135,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5,2026-08-06 08:22,2026-08-09 10:03,shift,3,4421,4334,0
P0136,F003,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,F003,A01,47,T1,0,480.0,2026-08-03 00:00,2026-08-04 09:57,shift,3,2037,1990,0
P0137,A01,F017,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,A01,F017,37,T1,1,382.5,2026-08-06 09:39,2026-08-07 10:21,shift,3,1482,1445,0
P0138,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0,2026-08-09 09:11,2026-08-09 23:59,shift,3,888,840,0
P0139,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5,2026-08-07 08:45,2026-08-09 10:02,shift,3,2957,2880,0
P0140,A03,F040,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0,2026-08-03 00:00,2026-08-04 07:53,shift,3,1913,1819,0
P0141,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-04 06:56,2026-08-04 10:20,production,2,204,131,0
P0142,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0,2026-08-07 08:05,2026-08-09 09:26,shift,3,2961,2901,0
P0143,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5,2026-08-09 09:21,2026-08-09 23:59,shift,3,878,865,0
P0144,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5,2026-08-03 10:57,2026-08-04 12:02,shift,3,1505,1448,0
P0145,F024,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",20.0,F024,F027,5,T1,1,50.0,2026-08-05 15:22,2026-08-05 17:49,production,2,147,142,0
P0146,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5,2026-08-03 08:18,2026-08-04 09:12,shift,3,1494,1446,0
P0147,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0,2026-08-09 09:11,2026-08-09 23:59,shift,3,888,840,0
P0148,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-09 08:21,2026-08-09 23:59,shift,3,938,885,0
P0149,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5,2026-08-05 09:51,2026-08-05 13:45,production,2,234,179,0
P0150,F018,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",14.0,F018,F026,4,T1,1,35.0,2026-08-03 00:00,2026-08-04 08:43,shift,3,1963,1959,0
P0151,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-06 07:00,2026-08-08 08:15,shift,3,2955,2898,0
P0152,F049,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",34.0,F049,F048,9,T1,1,85.0,2026-08-08 07:52,2026-08-09 08:02,shift,3,1450,1441,0
P0153,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5,2026-08-05 11:19,2026-08-07 13:10,shift,3,2991,2920,0
P0154,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0,2026-08-08 10:17,2026-08-09 23:59,shift,3,2262,2191,0
P0155,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5,2026-08-04 11:11,2026-08-07 12:54,shift,3,4423,4365,0
P0156,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5,2026-08-03 09:32,2026-08-06 11:13,shift,3,4421,4334,0
P0157,F001,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5,2026-08-09 07:08,2026-08-09 10:52,production,2,224,171,0
P0158,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-06 07:00,2026-08-08 08:15,shift,3,2955,2898,0
P0159,LAND,F029,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,A01,F029,51,T1,1,527.5,2026-08-04 09:03,2026-08-06 10:28,shift,3,2965,2914,0
P0160,F003,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,F003,A01,47,T1,0,480.0,2026-08-03 08:00,2026-08-03 11:08,production,2,188,141,0
P0161,F016,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",25.0,F016,F005,6,T1,1,62.5,2026-08-07 10:26,2026-08-07 12:41,production,2,135,129,0
P0162,F036,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,215.0,"[""A02"", ""A01"", ""A03""]",231.0,F036,A03,56,T1,0,577.5,2026-08-09 16:40,2026-08-09 23:59,shift,3,439,383,0
P0163,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5,2026-08-05 10:41,2026-08-06 12:24,shift,3,1543,1488,0
P0164,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5,2026-08-08 07:47,2026-08-08 11:04,production,2,197,120,0
P0165,F043,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5,2026-08-07 08:56,2026-08-08 10:19,shift,3,1523,1440,0
P0166,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5,2026-08-05 07:11,2026-08-07 09:24,shift,3,3013,2885,0
P0167,F010,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",37.0,F010,F007,9,T1,1,92.5,2026-08-04 07:53,2026-08-06 08:27,shift,3,2914,2905,0
P0168,F029,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",17.0,F029,F021,5,T1,1,42.5,2026-08-07 09:49,2026-08-09 23:59,shift,3,3730,3725,0
P0169,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0,2026-08-05 09:40,2026-08-06 10:30,shift,3,1490,1452,0
P0170,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5,2026-08-07 08:35,2026-08-09 09:50,shift,3,2955,2898,0
P0171,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0,2026-08-07 08:24,2026-08-08 09:20,shift,3,1496,1447,0
P0172,LAND,F047,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,A02,F047,58,T1,1,602.5,2026-08-07 09:57,2026-08-09 23:59,shift,3,3722,3664,0
P0173,F023,F032,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",14.0,F023,F032,4,T1,1,35.0,2026-08-03 11:47,2026-08-05 11:51,shift,3,2884,2880,0
P0174,A01,F011,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5,2026-08-03 09:43,2026-08-05 10:38,shift,3,2935,2886,0
P0175,F043,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5,2026-08-04 12:13,2026-08-05 13:36,shift,3,1523,1440,0
P0176,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0,2026-08-03 09:08,2026-08-05 10:00,shift,3,2932,2884,0
P0177,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0,2026-08-07 09:10,2026-08-09 10:02,shift,3,2932,2886,0
P0178,F043,F051,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",35.0,F043,F051,9,T1,1,87.5,2026-08-04 10:17,2026-08-06 10:29,shift,3,2892,2883,0
P0179,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5,2026-08-08 09:07,2026-08-09 10:13,shift,3,1506,1451,0
P0180,F020,F019,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",36.0,F020,F019,9,T1,1,90.0,2026-08-03 00:00,2026-08-04 10:58,shift,3,2098,2089,0
P0181,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5,2026-08-09 08:28,2026-08-09 10:54,production,2,146,133,0
P0182,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5,2026-08-08 11:45,2026-08-09 13:02,shift,3,1517,1459,0
P0183,F037,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,F037,A03,98,T2,0,897.5,2026-08-06 09:05,2026-08-07 11:07,shift,3,1562,1464,0
P0184,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5,2026-08-09 07:26,2026-08-09 23:59,shift,3,993,916,0
P0185,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0,2026-08-06 08:24,2026-08-08 09:20,shift,3,2936,2887,0
P0186,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5,2026-08-03 09:32,2026-08-05 10:37,shift,3,2945,2888,0
P0187,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5,2026-08-06 11:19,2026-08-07 13:10,shift,3,1551,1480,0
P0188,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0,2026-08-08 10:14,2026-08-09 11:20,shift,3,1506,1447,0
P0189,F039,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5,2026-08-03 00:00,2026-08-05 09:51,shift,3,3471,3417,0
P0190,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5,2026-08-03 07:40,2026-08-06 09:13,shift,3,4413,4340,0
P0191,LAND,F046,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,A02,F046,55,T1,1,567.5,2026-08-07 09:19,2026-08-09 23:59,temporary,4,3760,3705,0
P0192,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5,2026-08-03 07:53,2026-08-05 08:56,shift,3,2943,2897,0
P0193,LAND,F026,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F026,49,T1,1,510.0,2026-08-04 06:36,2026-08-04 09:41,production,2,185,136,0
P0194,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0,2026-08-07 10:24,2026-08-09 11:10,shift,3,2926,2886,0
P0195,F013,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,F013,A01,77,T2,0,697.5,2026-08-07 09:53,2026-08-09 23:59,shift,3,3726,3649,0
P0196,F048,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",31.0,F048,F039,8,T1,1,77.5,2026-08-07 10:52,2026-08-08 11:02,shift,3,1450,1442,0
P0197,F051,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,F051,A03,77,T2,0,697.5,2026-08-04 10:57,2026-08-07 12:26,shift,3,4409,4332,0
P0198,F031,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0,2026-08-07 11:40,2026-08-09 23:59,shift,3,3619,3560,0
P0199,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5,2026-08-05 06:53,2026-08-07 08:55,shift,3,3002,2904,0
P0200,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5,2026-08-07 11:12,2026-08-09 12:55,shift,3,2983,2928,0
P0201,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5,2026-08-03 11:33,2026-08-05 11:46,shift,3,2893,2883,0
P0202,F007,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,F007,A01,56,T1,0,582.5,2026-08-03 08:15,2026-08-05 09:29,shift,3,2954,2898,0
P0203,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0,2026-08-09 07:51,2026-08-09 10:26,production,2,155,102,0
P0204,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0,2026-08-05 16:23,2026-08-08 17:52,shift,3,4409,4360,0
P0205,F011,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",31.0,F011,F015,8,T1,1,77.5,2026-08-06 07:33,2026-08-07 07:41,shift,3,1448,1440,0
P0206,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5,2026-08-05 08:58,2026-08-08 11:09,shift,3,4451,4380,0
