person_id,aircraft_id,flight_no,pickup_stop_order,delivery_stop_order
P3002,A02-T2-H01,4,0,2
P3003,A02-T2-H04,4,2,3
P3004,A03-T2-H03,1,0,2
P3005,A02-T2-H01,1,2,4
P3006,A01-T2-H01,9,0,2
P3007,,,,
P3008,A03-T2-H03,3,0,1
P3009,A01-T2-H02,8,1,3
P3010,A02-T3-H02,5,1,3
P3011,A02-T2-H02,2,1,2
P3012,A02-T3-H01,2,1,3
P3013,A02-T3-H01,2,0,1
P3014,A01-T1-H02,5,2,5
P3015,,,,
P3016,A03-T3-H02,2,1,3
P3017,A03-T2-H02,6,2,3
P3018,A02-T2-H01,5,3,4
P3019,A01-T1-H02,5,4,5
P3020,A03-T2-H01,2,2,3
P3021,A02-T1-H02,1,2,4
P3022,A03-T1-H01,1,0,2
P3023,A03-T3-H01,4,0,1
P3024,A01-T2-H02,4,3,4
P3025,A01-T3-H02,1,0,1
P3026,A02-T2-H02,5,0,1
P3027,A03-T2-H02,5,0,2
P3028,,,,
P3029,A03-T2-H02,4,2,3
P3030,A03-T3-H01,1,3,4
P3031,A01-T3-H01,5,1,2
P3032,A02-T1-H02,4,2,4
P3033,A01-T2-H03,11,1,3
P3034,A01-T2-H02,1,1,2
P3035,A01-T3-H01,8,2,3
P3036,A01-T3-H02,6,1,2
P3037,A01-T3-H01,2,1,2
P3038,A03-T2-H03,5,1,3
P3039,A01-T3-H02,2,0,1
P3040,A01-T3-H01,2,1,2
P3041,A02-T1-H01,1,0,1
P3042,A01-T2-H01,5,0,1
P3043,A03-T3-H01,2,1,4
P3044,A02-T2-H02,9,0,3
P3045,A01-T2-H02,3,1,2
P3046,A01-T1-H02,5,3,4
P3047,A02-T2-H04,5,2,3
P3048,A03-T2-H03,1,0,1
P3049,A02-T3-H01,3,2,3
P3050,A01-T2-H03,11,0,1
P3051,A02-T2-H03,2,1,2
P3052,A02-T2-H03,7,2,3
P3053,A01-T3-H01,8,0,1
P3054,A03-T3-H01,4,2,3
P3055,A01-T2-H01,11,0,1
P3056,A02-T2-H04,6,3,4
P3057,A03-T3-H01,4,2,3
P3058,A02-T1-H02,2,1,3
P3059,A01-T3-H01,3,1,2
P3060,A01-T2-H02,10,0,1
P3061,A02-T1-H02,2,2,3
P3062,A01-T2-H01,8,0,2
P3063,A01-T2-H01,6,0,2
P3064,A02-T2-H01,7,1,4
P3065,A03-T2-H01,5,2,4
P3066,A01-T1-H01,6,1,2
P3067,A03-T2-H02,3,0,1
P3068,A02-T2-H03,3,1,2
P3069,A03-T3-H01,1,3,4
P3070,A03-T2-H01,6,1,2
P3071,A03-T3-H03,2,1,3
P3072,A02-T2-H03,8,2,3
P3073,A02-T2-H01,3,2,3
P3074,A02-T1-H02,1,0,1
P3075,A01-T2-H03,3,0,1
P3076,A03-T3-H02,5,1,2
P3077,A01-T2-H01,1,0,1
P3078,A03-T3-H02,2,1,3
P3079,A01-T2-H01,5,0,1
P3080,A03-T2-H03,7,2,4
P3081,A02-T3-H01,6,1,2
P3082,A03-T3-H02,3,0,2
P3083,A02-T2-H03,4,0,2
P3084,A03-T3-H01,1,0,1
P3085,A03-T2-H03,2,3,5
P3086,A02-T2-H03,1,3,4
P3087,A02-T2-H01,2,0,1
P3088,A01-T2-H02,7,0,1
P3089,A03-T2-H03,6,0,3
P3090,A01-T1-H03,1,0,1
P3091,A01-T2-H02,6,1,2
P3092,A01-T2-H01,11,0,2
P3093,A01-T2-H02,1,0,1
P3094,A03-T3-H01,4,0,1
P3095,A02-T1-H02,4,3,4
P3096,A01-T3-H02,8,0,1
P3097,A01-T1-H01,1,3,4
P3098,A01-T2-H01,10,0,1
P3099,A03-T2-H01,5,2,4
P3100,A01-T3-H01,9,2,3
P3101,A02-T2-H03,6,0,1
P3102,A02-T2-H01,3,3,4
P3103,A03-T2-H03,1,2,3
P3104,A02-T2-H03,6,0,1
P3105,A03-T3-H02,5,0,1
P3106,A02-T1-H01,2,2,3
P3107,A03-T2-H01,3,1,4
P3108,A01-T1-H03,3,0,1
P3109,A02-T2-H03,6,0,1
P3110,A02-T2-H02,1,1,2
P3111,A02-T2-H01,6,2,4
P3112,A02-T2-H03,7,0,1
P3113,A01-T3-H01,1,0,1
P3114,A02-T1-H01,2,0,1
P3115,A03-T2-H03,3,2,3
P3116,A01-T1-H03,4,4,5
P3117,A02-T1-H02,3,0,1
P3118,A01-T2-H01,9,0,2
P3119,A01-T3-H01,8,0,1
P3120,A02-T2-H04,2,0,1
P3121,A01-T2-H02,1,1,2
P3122,,,,
P3123,A02-T3-H01,7,3,4
P3124,A03-T2-H03,9,1,3
P3125,A01-T2-H03,11,0,1
P3126,,,,
P3127,A01-T2-H01,10,2,3
P3128,,,,
P3129,,,,
P3130,A03-T2-H01,8,3,4
P3131,A03-T2-H02,2,2,4
P3132,A01-T1-H01,4,2,3
P3133,A02-T2-H01,1,2,4
P3134,A01-T3-H02,2,1,2
P3135,A03-T2-H01,7,2,4
P3136,,,,
P3137,A01-T3-H01,7,0,2
P3138,A01-T2-H01,1,0,1
P3139,A01-T2-H02,3,3,4
P3140,,,,
P3141,A03-T2-H02,3,1,3
P3142,A01-T3-H01,4,2,3
P3143,A02-T3-H02,1,1,3
P3144,A01-T1-H03,6,3,4
P3145,A02-T2-H02,7,3,4
P3146,A01-T2-H02,6,2,3
P3147,A02-T3-H02,1,2,3
P3148,A01-T2-H02,3,1,2
P3149,A03-T2-H01,3,0,1
P3150,A01-T3-H01,4,0,1
P3151,A03-T2-H02,8,2,3
P3152,A02-T2-H01,7,1,3
P3153,A02-T2-H02,6,2,4
P3154,A02-T2-H03,2,3,4
P3155,A03-T2-H03,3,0,1
P3156,A03-T3-H01,3,0,1
P3157,A01-T3-H02,8,2,3
P3158,A02-T3-H01,1,0,1
P3159,A01-T3-H01,8,0,1
P3160,A01-T2-H01,3,0,1
P3161,A02-T2-H04,2,3,4
P3162,A02-T1-H02,4,2,4
P3163,,,,
P3164,A01-T1-H02,6,0,1
P3165,A02-T2-H03,3,1,2
P3166,A01-T2-H02,3,3,4
P3167,A03-T2-H01,9,0,1
P3168,A03-T2-H03,9,1,3
P3169,A03-T3-H03,5,0,1
P3170,,,,
P3171,A02-T2-H04,2,0,2
P3172,A01-T2-H03,11,1,4
P3173,A01-T3-H01,7,1,2
P3174,A02-T2-H04,3,0,2
P3175,A01-T1-H02,2,0,1
P3176,A01-T2-H03,9,0,2
P3177,A01-T3-H02,4,0,1
P3178,A02-T2-H03,2,1,2
P3179,A01-T2-H03,4,2,3
P3180,A03-T3-H03,1,2,4
P3181,A02-T2-H01,5,3,4
P3182,A02-T2-H01,6,0,2
P3183,A03-T2-H01,5,2,4
P3184,A03-T3-H02,3,0,2
P3185,A01-T2-H01,9,2,3
P3186,A01-T2-H03,6,1,2
P3187,A02-T3-H02,2,2,3
P3188,A01-T3-H02,3,1,2
P3189,A01-T3-H01,4,2,3
P3190,,,,
P3191,,,,
P3192,A01-T2-H01,7,0,1
P3193,A02-T2-H04,5,1,2
P3194,A02-T3-H02,1,1,3
P3195,A02-T3-H01,4,1,2
P3196,,,,
P3197,A01-T2-H02,9,2,4
P3198,A01-T2-H02,9,0,1
P3199,A01-T2-H03,3,1,3
P3200,A02-T2-H02,7,2,4
P3201,A01-T2-H02,7,2,3
P3202,A01-T2-H03,9,0,2
P3203,A03-T2-H01,1,2,4
P3204,A03-T2-H03,7,2,4
P3205,A03-T2-H01,6,0,1
P3206,A03-T2-H03,1,2,3
P3207,A03-T3-H02,4,1,3
P3208,A01-T2-H03,11,1,4
P3209,A03-T2-H03,3,0,1
P3210,A03-T3-H01,5,0,1
P3211,,,,
P3212,A01-T2-H02,9,0,1
P3213,A03-T2-H01,4,0,3
P3214,A02-T2-H02,6,3,4
P3215,A02-T2-H04,4,2,3
P3216,A01-T3-H02,4,0,1
P3217,A01-T2-H03,11,1,4
P3218,A02-T2-H04,2,2,4
P3219,A02-T2-H02,10,2,3
P3220,A01-T3-H02,5,2,3
P3221,A03-T3-H02,1,2,3
P3222,A03-T3-H03,1,0,2
P3223,A02-T2-H04,4,2,3
P3224,A02-T2-H02,7,3,4
P3225,,,,
P3226,A01-T3-H02,3,1,2
P3227,A03-T3-H02,5,0,1
P3228,A02-T2-H03,2,1,2
P3229,A01-T1-H01,5,1,3
P3230,A03-T2-H03,6,1,4
P3231,A01-T1-H02,6,0,3
P3232,A02-T2-H03,6,1,4
P3233,,,,
P3234,A01-T2-H01,10,0,1
P3235,A03-T3-H01,5,0,1
P3236,A01-T1-H01,6,1,2
P3237,A01-T2-H01,1,1,3
P3238,A03-T2-H03,2,0,1
P3239,A03-T2-H01,5,3,4
P3240,A01-T2-H02,6,0,1
P3241,A03-T2-H03,7,4,5
P3242,A02-T2-H01,6,2,4
P3243,A01-T3-H01,8,0,1
P3244,A01-T1-H02,5,3,5
P3245,A02-T2-H03,3,1,2
P3246,,,,
P3247,A02-T1-H02,4,2,4
P3248,A01-T3-H01,8,2,3
P3249,A01-T2-H02,9,0,1
P3250,A01-T1-H03,3,0,1
P3251,A03-T2-H03,7,2,4
P3252,A01-T2-H03,11,1,4
P3253,A03-T2-H01,9,0,1
P3254,A03-T2-H02,8,2,3
P3255,A02-T2-H02,5,1,2
P3256,A01-T2-H03,2,1,3
P3257,A02-T2-H03,6,0,3
P3258,A03-T2-H02,2,2,3
P3259,A01-T1-H03,2,4,5
P3260,A03-T2-H03,2,0,1
P3261,A02-T2-H02,1,1,2
P3262,A01-T1-H02,7,3,4
P3263,A03-T2-H02,8,2,3
P3264,,,,
P3265,A02-T2-H02,9,0,3
P3266,A01-T3-H02,9,1,2
P3267,A03-T2-H01,3,0,2
P3268,A01-T1-H01,1,0,1
P3269,A01-T2-H02,2,1,3
P3270,A03-T3-H01,4,0,1
P3271,A01-T2-H02,7,0,1
P3272,A03-T3-H02,4,1,3
P3273,A01-T2-H03,9,2,3
P3274,A03-T2-H02,1,1,4
P3275,A01-T2-H01,6,2,4
P3276,A03-T2-H01,3,0,1
P3277,A01-T2-H01,11,0,2
P3278,A01-T2-H02,10,0,1
P3279,A01-T2-H02,11,0,2
P3280,A01-T1-H01,2,0,1
P3281,A01-T3-H02,8,1,2
P3282,A01-T2-H01,8,0,2
P3283,A01-T2-H02,8,0,1
P3284,A02-T2-H04,7,1,2
P3285,A01-T1-H01,6,1,2
P3286,A02-T2-H03,2,1,4
P3287,A03-T2-H03,6,0,1
P3288,A02-T2-H02,9,0,3
P3289,A01-T1-H01,1,3,4
P3290,,,,
P3291,A01-T2-H01,7,1,3
P3292,A01-T3-H01,1,0,2
P3293,A01-T2-H01,3,1,2
P3294,A02-T2-H02,2,3,4
P3295,A01-T1-H02,4,3,4
P3296,A01-T2-H02,9,3,4
P3297,A03-T2-H02,2,3,4
P3298,A01-T2-H02,7,2,3
P3299,A02-T2-H03,2,1,2
P3300,A01-T2-H03,5,2,3
P3301,A03-T2-H03,2,1,5
P3302,A01-T2-H02,8,0,1
P3303,A02-T2-H01,4,0,2
P3304,A01-T2-H02,9,0,2
P3305,A02-T3-H02,4,0,2
P3306,A01-T1-H01,5,1,3
P3307,A01-T3-H02,8,1,2
P3308,A01-T1-H02,2,0,2
P3309,A03-T3-H03,3,0,1
P3310,A01-T2-H02,11,0,2
P3311,A02-T2-H02,3,0,2
P3312,A01-T1-H02,7,0,1
P3313,A02-T3-H01,1,0,1
P3314,A02-T2-H04,7,1,2
P3315,A01-T1-H03,3,2,3
P3316,A01-T2-H02,11,0,1
P3317,A02-T2-H04,2,2,4
P3318,A02-T2-H01,5,1,2
P3319,A02-T2-H03,7,2,3
P3320,A02-T2-H04,3,0,2
P3321,A03-T2-H01,7,2,3
P3322,A03-T3-H03,1,0,2
P3323,A01-T2-H01,6,2,4
P3324,A01-T2-H02,6,1,2
P3325,A03-T3-H01,4,0,2
P3326,A01-T2-H02,8,0,1
P3327,A01-T3-H01,1,0,2
P3328,A02-T2-H04,2,2,4
P3329,A02-T2-H01,1,0,1
P3330,A03-T3-H03,5,0,1
P3331,A02-T2-H04,5,2,3
P3332,A01-T3-H01,9,2,3
P3333,A03-T2-H01,4,3,4
P3334,A03-T2-H03,2,0,1
P3335,A02-T3-H01,4,1,2
P3336,A02-T2-H04,7,1,2
P3337,A03-T3-H03,3,1,3
P3338,A02-T2-H01,5,1,2
P3339,A01-T3-H01,2,1,2
P3340,A02-T2-H04,5,1,2
P3341,A01-T2-H02,10,0,1
P3342,A03-T3-H02,4,1,3
P3343,A03-T2-H03,5,1,3
P3344,A01-T2-H03,4,0,1
P3345,A02-T3-H02,7,0,1
P3346,A03-T3-H03,3,0,1
P3347,A03-T2-H01,2,2,3
P3348,A03-T2-H03,1,0,1
P3349,A03-T2-H03,6,3,4
P3350,A02-T1-H02,3,3,4
P3351,A02-T3-H02,7,1,2
P3352,A02-T2-H01,4,0,2
P3353,A03-T3-H03,2,1,3
P3354,A01-T3-H02,2,0,2
P3355,,,,
P3356,A01-T2-H01,7,0,1
P3357,A01-T2-H02,7,2,3
P3358,,,,
P3359,A02-T2-H03,1,3,4
P3360,A02-T1-H01,1,0,3
P3361,A01-T2-H02,8,1,3
P3362,A01-T1-H03,4,0,2
P3363,A02-T1-H02,1,0,1
P3364,A03-T2-H03,9,1,3
P3365,A02-T3-H01,3,0,2
P3366,A02-T2-H04,2,0,2
P3367,A02-T3-H01,5,2,3
P3368,A02-T3-H02,3,0,1
P3369,A02-T2-H02,8,0,1
P3370,A03-T3-H02,4,0,1
P3371,A03-T3-H01,1,1,4
P3372,A02-T2-H02,7,3,4
P3373,A02-T3-H01,2,2,3
P3374,A01-T2-H01,9,2,3
P3375,A01-T3-H02,2,0,1
P3376,A03-T2-H01,6,3,4
P3377,A02-T2-H03,8,2,3
P3378,,,,
P3379,A03-T2-H03,3,2,5
P3380,A03-T3-H01,5,1,2
P3381,A01-T1-H03,4,0,1
P3382,A02-T2-H02,3,1,4
P3383,A01-T2-H03,8,1,2
P3384,A03-T2-H03,3,2,5
P3385,A02-T2-H01,6,0,2
P3386,A03-T2-H03,6,3,4
P3387,A01-T2-H03,5,3,4
P3388,A01-T2-H03,8,1,2
P3389,A01-T2-H02,3,1,2
P3390,A02-T3-H01,4,1,2
P3391,A03-T2-H02,2,2,4
P3392,A03-T2-H02,1,1,2
P3393,A03-T2-H01,4,3,4
P3394,A01-T2-H02,2,0,1
P3395,A01-T3-H01,4,1,3
P3396,A02-T3-H01,3,2,3
P3397,A03-T3-H02,4,2,3
P3398,A02-T3-H02,5,1,3
P3399,A02-T3-H01,4,1,2
P3400,A01-T2-H01,8,2,3
P3401,A02-T3-H02,1,1,2
P3402,A02-T3-H02,6,0,1
P3403,A01-T1-H01,3,0,2
P3404,A02-T2-H02,7,3,4
P3405,A02-T2-H03,3,1,2
P3406,A02-T3-H02,2,0,1
P3407,A01-T3-H02,6,1,2
P3408,A03-T2-H03,10,1,2
P3409,A02-T2-H02,9,0,3
P3410,A01-T3-H01,3,0,1
P3411,A03-T3-H03,1,1,4
P3412,A01-T3-H01,5,1,2
P3413,A02-T2-H01,6,2,4
P3414,A02-T1-H02,5,1,3
P3415,A01-T1-H02,3,3,4
P3416,A03-T2-H01,6,0,1
P3417,A02-T2-H03,8,1,2
P3418,A01-T1-H03,5,0,2
P3419,A01-T3-H02,5,1,2
P3420,A01-T2-H01,8,0,2
P3421,A01-T2-H01,6,3,4
P3422,A02-T2-H01,1,0,1
P3423,A03-T2-H02,2,0,2
P3424,A01-T2-H02,2,2,3
P3425,A01-T1-H03,5,0,2
P3426,A01-T3-H02,4,1,2
P3427,A01-T3-H01,9,0,2
P3428,A03-T2-H03,2,0,2
P3429,A03-T3-H03,2,1,3
P3430,A01-T2-H02,3,1,2
P3431,A02-T2-H01,2,1,3
P3432,A02-T1-H01,2,2,3
P3433,A01-T3-H02,7,0,1
P3434,A01-T2-H01,9,2,3
P3435,A03-T2-H02,6,2,3
P3436,A01-T1-H01,6,0,1
P3437,A01-T3-H02,1,0,1
P3438,A03-T2-H03,1,2,4
P3439,A02-T2-H03,7,2,3
P3440,A03-T2-H02,4,0,2
P3441,A02-T3-H02,5,0,1
P3442,A03-T2-H03,5,1,3
P3443,A03-T3-H01,5,0,1
P3444,A03-T3-H02,1,2,3
P3445,A01-T3-H02,3,0,1
P3446,A01-T2-H03,5,3,4
P3447,A01-T2-H01,9,2,3
P3448,A01-T3-H01,9,2,3
P3449,A03-T2-H03,5,3,4
P3450,A01-T3-H02,3,1,2
P3451,A03-T2-H02,1,3,4
P3452,A03-T2-H01,8,0,2
P3453,A03-T3-H01,4,2,3
P3454,A02-T2-H01,1,3,4
P3455,A02-T3-H01,3,2,3
P3456,A03-T2-H01,6,1,2
P3457,A01-T2-H01,1,0,1
P3458,A01-T2-H02,3,1,2
P3459,A03-T2-H02,1,0,1
P3460,A01-T1-H03,1,2,3
P3461,A02-T3-H01,3,0,2
P3462,A03-T2-H01,2,0,1
P3463,A03-T3-H01,1,1,2
P3464,A01-T2-H01,9,0,2
P3465,A01-T1-H01,4,2,3
P3466,A01-T3-H01,4,0,1
P3467,A01-T3-H02,7,1,2
P3468,A01-T1-H02,3,2,4
P3469,A03-T2-H02,3,0,1
P3470,A03-T2-H01,5,2,4
P3471,A03-T2-H02,6,0,1
P3472,A03-T2-H01,2,2,3
P3473,A02-T2-H01,2,0,1
P3474,A01-T3-H02,5,1,3
P3475,,,,
P3476,A01-T1-H01,5,0,1
P3477,A03-T2-H03,6,0,1
P3478,,,,
P3479,,,,
P3480,A03-T2-H01,2,2,3
P3481,A01-T2-H02,3,1,2
P3482,A01-T1-H02,5,2,5
P3483,A02-T2-H02,5,0,1
P3484,A02-T3-H02,1,2,3
P3485,A01-T3-H02,7,1,3
P3486,A01-T2-H02,7,2,3
P3487,A03-T2-H01,9,1,3
P3488,A01-T1-H03,1,0,1
P3489,A02-T2-H01,1,1,2
P3490,A01-T3-H02,3,1,2
P3491,,,,
P3492,A02-T3-H02,7,1,2
P3493,A02-T3-H01,7,3,4
P3494,A01-T1-H01,4,2,3
P3495,A01-T2-H02,9,0,2
P3496,A01-T3-H01,1,2,3
P3497,A01-T2-H02,9,0,2
P3498,A02-T2-H02,10,2,3
P3499,A01-T3-H02,4,1,2
P3500,A02-T1-H01,2,1,3
P3501,A03-T3-H03,3,1,3
P3502,A01-T2-H02,7,2,3
P3503,A03-T2-H03,10,1,2
P3504,A01-T2-H03,7,1,2
P3505,A03-T3-H02,4,0,1
P3506,A01-T3-H02,4,0,1
P3507,A03-T2-H03,9,0,1
P3508,A01-T2-H03,9,2,3
P3509,A02-T3-H02,7,0,1
P3510,A03-T3-H01,4,0,1
P3511,A02-T2-H01,3,2,3
P3512,A01-T2-H02,3,1,2
P3513,A02-T2-H03,8,1,2
P3514,A03-T3-H03,2,1,3
P3515,A01-T2-H02,1,1,2
P3516,A01-T2-H03,4,0,1
P3517,A03-T2-H02,8,2,3
P3518,A01-T3-H01,6,0,1
P3519,A03-T2-H01,9,1,3
P3520,A03-T3-H02,3,3,4
P3521,A03-T3-H01,4,2,3
P3522,A02-T3-H02,1,1,3
P3523,A02-T3-H01,6,1,2
P3524,A02-T3-H02,5,0,1
P3525,A03-T2-H01,7,2,3
P3526,A01-T2-H01,3,1,2
P3527,A01-T1-H03,4,2,5
P3528,A01-T3-H02,2,1,2
P3529,A02-T2-H03,3,1,2
P3530,A03-T3-H01,1,0,1
P3531,A01-T3-H02,8,0,1
P3532,A01-T2-H01,5,0,1
P3533,A02-T3-H02,5,0,1
P3534,A02-T2-H02,7,1,4
P3535,A01-T3-H01,3,1,2
P3536,A02-T2-H01,4,2,4
P3537,A01-T3-H01,3,1,2
P3538,A03-T2-H03,1,0,1
P3539,A01-T2-H01,7,1,2
P3540,A03-T3-H02,4,1,3
P3541,A03-T2-H02,7,0,2
P3542,A02-T2-H01,4,0,2
P3543,A01-T2-H02,8,0,1
P3544,A02-T3-H02,6,0,2
P3545,A03-T3-H01,5,0,1
P3546,,,,
P3547,A03-T2-H03,6,0,1
P3548,A02-T3-H02,1,2,3
P3549,A01-T2-H01,1,2,3
P3550,A01-T2-H03,2,1,3
P3551,A01-T2-H02,7,0,1
P3552,A02-T1-H01,1,0,3
P3553,A01-T2-H01,1,1,3
P3554,A01-T2-H01,3,0,1
P3555,A01-T1-H01,5,1,3
P3556,A02-T3-H02,1,1,2
P3557,A01-T1-H01,1,3,4
P3558,A03-T2-H03,5,1,3
P3559,A02-T2-H01,4,3,4
P3560,A01-T3-H02,4,0,1
P3561,,,,
P3562,A02-T2-H02,10,2,4
P3563,A01-T3-H02,6,2,3
P3564,A02-T2-H02,2,3,4
P3565,A01-T3-H01,9,2,3
P3566,A03-T2-H01,7,2,3
P3567,,,,
P3568,A02-T2-H01,2,1,3
P3569,A02-T2-H04,3,2,4
P3570,A03-T3-H03,4,2,3
P3571,A02-T2-H01,1,1,2
P3572,A01-T2-H03,9,0,2
P3573,A01-T3-H02,3,0,1
P3574,A01-T1-H01,6,0,1
P3575,,,,
P3576,A03-T2-H02,3,0,1
P3577,A02-T3-H02,1,1,2
P3578,A02-T3-H01,1,1,2
P3579,A02-T2-H04,4,0,2
P3580,A03-T2-H01,7,3,4
P3581,A01-T2-H03,9,2,3
P3582,A02-T2-H04,3,0,2
P3583,A03-T2-H02,9,2,3
P3584,,,,
P3585,A01-T3-H01,8,0,1
P3586,A01-T2-H02,7,0,1
P3587,A03-T2-H02,8,0,2
P3588,A03-T2-H02,3,0,1
P3589,,,,
P3590,,,,
P3591,A03-T2-H03,3,0,1
P3592,A01-T2-H01,11,0,1
P3593,A03-T2-H01,5,1,4
P3594,A02-T2-H03,2,1,2
P3595,A02-T2-H01,5,0,1
P3596,A01-T2-H03,9,2,3
P3597,A03-T3-H02,1,2,3
P3598,A01-T3-H01,8,0,1
P3599,A03-T2-H02,5,0,2
P3600,A01-T3-H02,9,1,2
P3601,A02-T2-H01,3,0,1
P3602,A02-T3-H02,7,0,1
P3603,A02-T1-H02,5,0,1
P3604,A02-T3-H01,1,1,2
P3605,A02-T3-H02,4,2,3
P3606,A02-T3-H01,7,3,4
P3607,A02-T2-H02,2,1,2
P3608,A01-T2-H02,3,0,1
P3609,A01-T1-H02,1,3,4
P3610,A03-T2-H02,4,0,1
P3611,A03-T2-H02,4,0,2
P3612,A03-T3-H02,1,0,1
P3613,A01-T1-H01,2,0,1
P3614,A01-T2-H03,2,0,2
P3615,A01-T3-H02,8,0,1
P3616,A02-T2-H01,5,1,2
P3617,A01-T2-H02,4,3,4
P3618,A03-T3-H03,5,1,2
P3619,A03-T2-H03,4,1,2
P3620,A01-T2-H01,8,2,3
P3621,A01-T2-H02,9,0,2
P3622,A03-T2-H01,6,1,2
P3623,A02-T3-H02,7,0,1
P3624,A02-T1-H02,4,0,1
P3625,,,,
P3626,A01-T1-H03,1,0,2
P3627,A03-T3-H03,2,0,1
P3628,A02-T2-H01,5,3,4
P3629,A01-T1-H01,3,3,4
P3630,,,,
P3631,A01-T2-H01,6,0,2
P3632,A01-T2-H02,3,3,4
P3633,A01-T2-H02,1,0,1
P3634,A01-T2-H01,3,0,1
P3635,,,,
P3636,A01-T2-H01,1,0,1
P3637,A03-T3-H01,1,0,1
P3638,A03-T2-H03,1,3,4
P3639,A02-T1-H02,3,3,4
P3640,A03-T3-H02,5,0,1
P3641,A03-T2-H01,7,2,3
P3642,A02-T1-H01,1,3,5
P3643,A02-T2-H04,5,1,2
P3644,A01-T1-H01,5,0,1
P3645,A03-T3-H03,3,2,3
P3646,A01-T2-H03,8,2,3
P3647,A03-T3-H02,3,3,4
P3648,A01-T2-H02,5,1,2
P3649,A02-T2-H01,4,0,2
P3650,A01-T3-H01,3,0,1
P3651,A01-T2-H03,2,0,2
P3652,A02-T2-H01,6,0,3
P3653,A02-T2-H03,4,1,3
P3654,A02-T2-H02,5,1,2
P3655,A02-T2-H03,7,0,1
P3656,A03-T2-H01,5,0,2
P3657,A01-T2-H02,11,2,3
P3658,A02-T2-H04,3,0,2
P3659,A01-T2-H01,5,1,2
P3660,A02-T2-H04,5,1,2
P3661,A02-T3-H02,6,1,2
P3662,A03-T2-H03,7,2,4
P3663,A02-T2-H04,7,1,2
P3664,A03-T3-H01,2,0,1
P3665,A03-T3-H01,2,1,2
P3666,A02-T2-H03,8,1,2
P3667,A02-T2-H03,6,1,4
P3668,A03-T2-H01,6,1,2
P3669,A01-T3-H02,2,1,2
P3670,A01-T2-H03,5,3,4
P3671,A02-T3-H01,5,2,3
P3672,A03-T1-H01,1,2,3
P3673,A01-T1-H01,4,2,3
P3674,,,,
P3675,A01-T2-H03,3,1,3
P3676,A01-T3-H01,4,0,1
P3677,A01-T3-H02,3,1,2
P3678,A01-T1-H02,4,3,4
P3679,A01-T2-H03,11,1,4
P3680,A02-T3-H02,1,1,2
P3681,A02-T2-H03,8,1,2
P3682,A03-T2-H01,7,2,3
P3683,A02-T2-H01,5,1,2
P3684,A01-T2-H02,6,0,1
P3685,A02-T2-H01,1,0,1
P3686,A02-T1-H02,3,0,1
P3687,A03-T3-H01,1,1,2
P3688,A01-T1-H01,1,3,4
P3689,A01-T2-H01,5,1,2
P3690,A01-T2-H01,3,1,2
P3691,A01-T2-H02,4,1,3
P3692,A03-T3-H01,2,1,2
P3693,A01-T1-H03,3,0,1
P3694,A02-T3-H01,2,0,1
P3695,A03-T2-H01,6,1,2
P3696,A03-T2-H02,1,1,2
P3697,A03-T3-H02,4,1,3
P3698,A03-T1-H01,1,0,2
P3699,A03-T2-H02,6,0,1
P3700,A02-T3-H02,2,2,3
P3701,A01-T1-H02,4,1,3
P3702,A02-T3-H01,3,2,3
P3703,A03-T2-H01,8,0,2
P3704,A03-T2-H01,7,3,4
P3705,A01-T2-H01,7,1,3
P3706,A01-T1-H01,3,0,2
P3707,A01-T1-H02,1,3,4
P3708,A03-T2-H01,9,0,1
P3709,A03-T2-H02,2,2,3
P3710,A02-T2-H03,8,1,2
P3711,A02-T3-H02,5,0,1
P3712,A01-T1-H02,7,3,4
P3713,A02-T2-H04,6,2,4
P3714,A01-T1-H02,5,0,1
P3715,A02-T3-H02,2,2,3
P3716,A02-T2-H04,4,2,3
P3717,A03-T3-H01,3,0,1
P3718,A01-T1-H03,6,0,1
P3719,A01-T2-H03,1,1,2
P3720,A02-T3-H01,3,2,3
P3721,A03-T2-H01,5,0,1
P3722,A03-T2-H02,7,2,3
P3723,A01-T2-H01,3,1,2
P3724,A02-T2-H02,6,2,3
P3725,A01-T1-H01,2,0,1
P3726,A01-T3-H02,5,2,3
P3727,A01-T2-H02,1,0,1
P3728,A02-T2-H04,7,1,2
P3729,A01-T2-H01,7,1,2
P3730,A03-T3-H01,5,0,1
P3731,A02-T3-H02,4,2,3
P3732,A01-T1-H03,6,3,4
P3733,A01-T3-H01,7,1,2
P3734,A02-T3-H02,4,0,2
P3735,A01-T2-H02,2,1,3
P3736,A01-T3-H02,1,2,3
P3737,A02-T1-H01,2,2,3
P3738,A03-T2-H02,9,2,3
P3739,A02-T2-H03,1,3,4
P3740,A01-T2-H01,7,1,3
P3741,A02-T3-H02,6,0,1
P3742,A03-T2-H01,5,2,4
P3743,A02-T2-H01,2,1,3
P3744,A02-T1-H02,1,1,3
P3745,A03-T2-H01,4,3,4
P3746,A01-T1-H03,3,2,3
P3747,A01-T2-H03,9,2,3
P3748,A03-T2-H03,2,2,3
P3749,A02-T3-H02,4,0,2
P3750,A01-T2-H03,6,1,2
P3751,A02-T2-H02,2,0,1
P3752,A02-T2-H02,1,0,1
P3753,A02-T2-H02,10,2,3
P3754,A03-T3-H01,1,1,4
P3755,A03-T3-H03,5,0,1
P3756,A02-T2-H02,4,0,2
P3757,,,,
P3758,A03-T1-H01,1,0,2
