person_id,origin,destination,origin_type,destination_type,direction,origin_is_flexible_land,destination_is_flexible_land,candidate_origin_airports,candidate_destination_airports,fixed_origin_airport,fixed_destination_airport,nearest_airport,nearest_airport_distance_km,airport_rankings,direct_distance_lower_bound_km,direct_lower_bound_origin,direct_lower_bound_destination,technical_min_travel_minutes_lower_bound,technical_min_aircraft_type,technical_min_sea_stops,minimum_fuel_requirement_estimate_kg
P0140,A03,F040,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,342.0,"[""A03"", ""A02"", ""A01""]",342.0,A03,F040,94,T2,1,855.0
P0141,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5
P0142,F034,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,246.0,"[""A01"", ""A02"", ""A03""]",246.0,F034,A01,60,T1,0,615.0
P0143,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5
P0144,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P0145,F024,F027,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",20.0,F024,F027,5,T1,1,50.0
P0146,LAND,F004,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,A01,F004,48,T1,1,492.5
P0147,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0
P0148,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P0149,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5
P0150,F018,F026,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",14.0,F018,F026,4,T1,1,35.0
P0151,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0152,F049,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",34.0,F049,F048,9,T1,1,85.0
P0153,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P0154,F035,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,258.0,"[""A01"", ""A02"", ""A03""]",258.0,F035,A01,71,T2,0,645.0
P0155,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P0156,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P0157,F001,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5
P0158,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0159,LAND,F029,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,211.0,"[""A01"", ""A02"", ""A03""]",211.0,A01,F029,51,T1,1,527.5
P0160,F003,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,F003,A01,47,T1,0,480.0
P0161,F016,F005,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",25.0,F016,F005,6,T1,1,62.5
P0162,F036,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,215.0,"[""A02"", ""A01"", ""A03""]",231.0,F036,A03,56,T1,0,577.5
P0163,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5
P0164,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P0165,F043,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P0166,LAND,F050,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,A03,F050,128,T3,1,1007.5
P0167,F010,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",37.0,F010,F007,9,T1,1,92.5
P0168,F029,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",17.0,F029,F021,5,T1,1,42.5
P0169,LAND,F030,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,158.0,"[""A01"", ""A02"", ""A03""]",158.0,A01,F030,38,T1,1,395.0
P0170,F006,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,F006,A01,57,T1,0,587.5
P0171,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P0172,LAND,F047,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,A02,F047,58,T1,1,602.5
P0173,F023,F032,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,279.0,"[""A02"", ""A01"", ""A03""]",14.0,F023,F032,4,T1,1,35.0
P0174,A01,F011,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,201.0,"[""A01"", ""A02"", ""A03""]",201.0,A01,F011,49,T1,1,502.5
P0175,F043,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,303.0,"[""A03"", ""A02"", ""A01""]",303.0,F043,A03,83,T2,0,757.5
P0176,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0
P0177,LAND,F005,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,190.0,"[""A01"", ""A02"", ""A03""]",190.0,A01,F005,46,T1,1,475.0
P0178,F043,F051,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",35.0,F043,F051,9,T1,1,87.5
P0179,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5
P0180,F020,F019,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",36.0,F020,F019,9,T1,1,90.0
P0181,F002,F003,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",53.0,F002,F003,13,T1,1,132.5
P0182,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5
P0183,F037,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,F037,A03,98,T2,0,897.5
P0184,LAND,F051,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,A03,F051,77,T2,1,697.5
P0185,F025,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,202.0,"[""A01"", ""A02"", ""A03""]",202.0,F025,A01,49,T1,0,505.0
P0186,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0187,F052,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,F052,A02,71,T2,0,647.5
P0188,LAND,F031,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P0189,F039,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5
P0190,F023,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,267.0,"[""A02"", ""A01"", ""A03""]",267.0,F023,A02,73,T2,0,667.5
P0191,LAND,F046,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,A02,F046,55,T1,1,567.5
P0192,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5
P0193,LAND,F026,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,A01,F026,49,T1,1,510.0
P0194,F009,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,F009,A01,40,T1,0,415.0
P0195,F013,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,F013,A01,77,T2,0,697.5
P0196,F048,F039,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,223.0,"[""A03"", ""A02"", ""A01""]",31.0,F048,F039,8,T1,1,77.5
P0197,F051,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,279.0,"[""A03"", ""A02"", ""A01""]",279.0,F051,A03,77,T2,0,697.5
P0198,F031,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,F031,A02,59,T1,0,605.0
P0199,LAND,F037,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P0200,F046,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,F046,A02,55,T1,0,567.5
P0201,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5
P0202,F007,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,233.0,"[""A01"", ""A02"", ""A03""]",233.0,F007,A01,56,T1,0,582.5
P0203,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P0204,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P0205,F011,F015,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",31.0,F011,F015,8,T1,1,77.5
P0206,LAND,F052,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",259.0,A02,F052,71,T2,1,647.5
P0207,F029,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",17.0,F029,F021,5,T1,1,42.5
P0208,F038,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,F038,A03,72,T2,0,657.5
P0209,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P0210,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5
P0211,F019,F033,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",24.0,F019,F033,6,T1,1,60.0
P0212,F005,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",40.0,F005,F017,10,T1,1,100.0
P0213,A02,F024,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,211.0,"[""A01"", ""A02"", ""A03""]",219.0,A02,F024,53,T1,1,547.5
P0214,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P0215,LAND,F036,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,A02,F036,52,T1,1,537.5
P0216,LAND,F033,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,A01,F033,55,T1,1,567.5
P0217,F032,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,279.0,"[""A02"", ""A01"", ""A03""]",279.0,F032,A02,77,T2,0,697.5
P0218,F031,F021,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",44.0,F031,F021,11,T1,1,110.0
P0219,F021,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,F021,A01,53,T1,0,545.0
P0220,F042,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,368.0,"[""A03"", ""A02"", ""A01""]",368.0,F042,A03,101,T2,0,920.0
P0221,A02,F031,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A02,242.0,"[""A02"", ""A01"", ""A03""]",242.0,A02,F031,59,T1,1,605.0
P0222,LAND,F027,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F027,46,T1,1,477.5
P0223,F004,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,197.0,"[""A01"", ""A02"", ""A03""]",197.0,F004,A01,48,T1,0,492.5
P0224,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5
P0225,F003,F007,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,233.0,"[""A01"", ""A02"", ""A03""]",48.0,F003,F007,12,T1,1,120.0
P0226,A02,F029,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,211.0,"[""A01"", ""A02"", ""A03""]",216.0,A02,F029,52,T1,1,540.0
P0227,LAND,F041,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,278.0,"[""A03"", ""A02"", ""A01""]",278.0,A03,F041,76,T2,1,695.0
P0228,LAND,F012,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P0229,LAND,F013,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,279.0,"[""A01"", ""A02"", ""A03""]",279.0,A01,F013,77,T2,1,697.5
P0230,A02,F026,AIRPORT,FACILITY,outbound,0,0,"[""A02""]",[],A02,,A01,204.0,"[""A01"", ""A02"", ""A03""]",221.0,A02,F026,54,T1,1,552.5
P0231,F001,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,219.0,"[""A01"", ""A02"", ""A03""]",219.0,F001,A01,53,T1,0,547.5
P0232,F022,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,F022,A01,47,T1,0,485.0
P0233,F016,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,F016,A01,44,T1,0,452.5
P0234,F039,F052,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,259.0,"[""A02"", ""A03"", ""A01""]",44.0,F039,F052,11,T1,1,110.0
P0235,F012,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,F012,A01,50,T1,0,520.0
P0236,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P0237,F007,F002,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",30.0,F007,F002,8,T1,1,75.0
P0238,LAND,F038,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,263.0,"[""A03"", ""A02"", ""A01""]",263.0,A03,F038,72,T2,1,657.5
P0239,A01,F012,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P0240,A01,F006,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0241,LAND,F028,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F028,53,T1,1,542.5
P0242,F033,A02,FACILITY,AIRPORT,inbound,0,0,[],"[""A02""]",,A02,A01,227.0,"[""A01"", ""A02"", ""A03""]",239.0,F033,A02,58,T1,0,597.5
P0243,F017,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,153.0,"[""A01"", ""A02"", ""A03""]",153.0,F017,A01,37,T1,0,382.5
P0244,LAND,F006,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0245,LAND,F046,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A02,227.0,"[""A02"", ""A03"", ""A01""]",227.0,A02,F046,55,T1,1,567.5
P0246,F046,A03,FACILITY,AIRPORT,inbound,0,0,[],"[""A03""]",,A03,A02,227.0,"[""A02"", ""A03"", ""A01""]",234.0,F046,A03,57,T1,0,585.0
P0247,A01,F012,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P0248,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P0249,LAND,F020,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,171.0,"[""A01"", ""A02"", ""A03""]",171.0,A01,F020,42,T1,1,427.5
P0250,F010,A01,FACILITY,AIRPORT,inbound,0,0,[],"[""A01""]",,A01,A01,216.0,"[""A01"", ""A02"", ""A03""]",216.0,F010,A01,52,T1,0,540.0
P0251,F047,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,241.0,"[""A02"", ""A01"", ""A03""]",241.0,F047,A02,58,T1,0,602.5
P0252,A01,F009,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,166.0,"[""A01"", ""A02"", ""A03""]",166.0,A01,F009,40,T1,1,415.0
P0253,LAND,F018,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,A01,F018,48,T1,1,490.0
P0254,LAND,F021,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,218.0,"[""A01"", ""A02"", ""A03""]",218.0,A01,F021,53,T1,1,545.0
P0255,LAND,F048,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",254.0,A03,F048,70,T2,1,635.0
P0256,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5
P0257,LAND,F003,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,192.0,"[""A01"", ""A02"", ""A03""]",192.0,A01,F003,47,T1,1,480.0
P0258,F033,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,227.0,"[""A01"", ""A02"", ""A03""]",227.0,F033,A01,55,T1,0,567.5
P0259,LAND,F044,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,A03,F044,87,T2,1,792.5
P0260,A03,F037,AIRPORT,FACILITY,outbound,0,0,"[""A03""]",[],A03,,A03,359.0,"[""A03"", ""A02"", ""A01""]",359.0,A03,F037,98,T2,1,897.5
P0261,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5
P0262,F039,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",31.0,F039,F048,8,T1,1,77.5
P0263,F052,F048,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,254.0,"[""A03"", ""A02"", ""A01""]",23.0,F052,F048,6,T1,1,57.5
P0264,F039,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,223.0,"[""A03"", ""A02"", ""A01""]",223.0,F039,A03,54,T1,0,557.5
P0265,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P0266,LAND,F012,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,208.0,"[""A01"", ""A02"", ""A03""]",208.0,A01,F012,50,T1,1,520.0
P0267,A01,F006,AIRPORT,FACILITY,outbound,0,0,"[""A01""]",[],A01,,A01,235.0,"[""A01"", ""A02"", ""A03""]",235.0,A01,F006,57,T1,1,587.5
P0268,LAND,F022,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,194.0,"[""A01"", ""A02"", ""A03""]",194.0,A01,F022,47,T1,1,485.0
P0269,LAND,F015,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,191.0,"[""A01"", ""A02"", ""A03""]",191.0,A01,F015,46,T1,1,477.5
P0270,F038,F045,FACILITY,FACILITY,shuttle,0,0,[],[],,,A03,260.0,"[""A03"", ""A02"", ""A01""]",31.0,F038,F045,8,T1,1,77.5
P0271,F036,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,215.0,"[""A02"", ""A01"", ""A03""]",215.0,F036,A02,52,T1,0,537.5
P0272,LAND,F028,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,217.0,"[""A01"", ""A02"", ""A03""]",217.0,A01,F028,53,T1,1,542.5
P0273,F049,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A02,239.0,"[""A02"", ""A03"", ""A01""]",239.0,F049,A02,58,T1,0,597.5
P0274,F044,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,317.0,"[""A03"", ""A02"", ""A01""]",317.0,F044,A03,87,T2,0,792.5
P0275,LAND,F016,LAND,FACILITY,outbound,1,0,"[""A01"", ""A02"", ""A03""]",[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",181.0,A01,F016,44,T1,1,452.5
P0276,F036,F049,FACILITY,FACILITY,shuttle,0,0,[],[],,,A02,239.0,"[""A02"", ""A03"", ""A01""]",57.0,F036,F049,14,T1,1,142.5
P0277,F050,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A03,403.0,"[""A03"", ""A02"", ""A01""]",403.0,F050,A03,128,T3,0,1007.5
P0278,F019,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,204.0,"[""A01"", ""A02"", ""A03""]",204.0,F019,A01,49,T1,0,510.0
P0279,F005,F017,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,153.0,"[""A01"", ""A02"", ""A03""]",40.0,F005,F017,10,T1,1,100.0
P0280,F018,LAND,FACILITY,LAND,inbound,0,1,[],"[""A01"", ""A02"", ""A03""]",,,A01,196.0,"[""A01"", ""A02"", ""A03""]",196.0,F018,A01,48,T1,0,490.0
P0281,F001,F016,FACILITY,FACILITY,shuttle,0,0,[],[],,,A01,181.0,"[""A01"", ""A02"", ""A03""]",41.0,F001,F016,10,T1,1,102.5
